nameWithOwner,createdAt,age,updatedAt,timeSinceLastUpdate,primaryLanguage,pullRequests,issues,closedIssues,releases
photoprism/photoprism,2018-01-27T12:00:15Z,62,2023-03-07T16:39:25Z,6.714378331388889,Go,449,1722,1366,52
viraptor/reverse-interview,2019-09-08T13:38:40Z,42,2023-03-07T22:06:18Z,1.2663227758333333,None,67,24,17,0
ageron/handson-ml,2016-02-16T19:48:39Z,85,2023-03-07T11:06:50Z,12.257433886944444,Jupyter Notebook,56,550,432,0
mattermost/mattermost-server,2015-06-15T06:50:02Z,93,2023-03-07T23:19:52Z,0.04021166472222222,Go,12975,7194,6610,339
alibaba/spring-cloud-alibaba,2017-12-01T20:49:15Z,63,2023-03-08T02:15:19Z,-2.8839550019444444,Java,822,2019,1626,32
ehang-io/nps,2018-11-04T13:22:51Z,52,2023-03-08T01:46:17Z,-2.4000661130555554,Go,74,1065,671,59
lyswhut/lx-music-desktop,2019-08-14T14:31:08Z,43,2023-03-08T02:19:38Z,-2.955899446388889,TypeScript,7,1133,934,97
facebook/folly,2012-06-01T20:49:04Z,129,2023-03-08T01:53:40Z,-2.523121668611111,C++,4,1006,693,128
portainer/portainer,2016-05-19T20:15:28Z,82,2023-03-08T00:46:02Z,-1.395899446388889,Go,3175,4808,3895,102
lukasz-madon/awesome-remote-job,2015-01-02T00:31:34Z,98,2023-03-08T02:11:41Z,-2.8233994463888887,None,531,45,39,0
donnemartin/data-science-ipython-notebooks,2015-01-23T19:38:29Z,98,2023-03-08T00:23:47Z,-1.0250661130555556,Python,31,35,22,0
immerjs/immer,2017-12-29T12:25:47Z,63,2023-03-07T21:58:22Z,1.3985449980555555,JavaScript,335,594,567,100
nylas/nylas-mail,2014-10-16T18:29:12Z,101,2023-03-08T00:43:49Z,-1.3589550019444445,JavaScript,139,3420,2440,53
bvaughn/react-virtualized,2015-11-03T00:48:07Z,88,2023-03-07T23:01:55Z,0.3393783313888889,JavaScript,453,1168,721,4
lovell/sharp,2013-08-19T20:24:24Z,115,2023-03-08T02:06:31Z,-2.737288335277778,JavaScript,249,3208,3088,55
ggreer/the_silver_searcher,2011-11-19T19:50:47Z,136,2023-03-08T01:39:42Z,-2.2903438908333333,C,399,819,407,0
facebook/rocksdb,2012-11-30T06:16:18Z,124,2023-03-07T18:02:49Z,5.324378331388889,C++,591,2789,2264,170
go-kit/kit,2015-02-03T00:01:19Z,97,2023-03-08T01:23:48Z,-2.025343890833333,Go,476,554,519,12
floating-ui/floating-ui,2016-03-29T17:00:47Z,84,2023-03-08T02:14:19Z,-2.867288335277778,TypeScript,752,1061,1049,297
AllThingsSmitty/css-protips,2015-08-29T12:29:03Z,91,2023-03-08T00:51:01Z,-1.4789550019444444,None,54,54,49,0
ycm-core/YouCompleteMe,2012-04-16T03:12:14Z,131,2023-03-07T20:59:27Z,2.3804894425,Python,738,3175,3162,0
dwmkerr/hacker-laws,2018-01-25T03:46:34Z,62,2023-03-07T16:21:26Z,7.014100553611111,Shell,168,200,69,1
cfenollosa/os-tutorial,2014-09-29T08:39:34Z,102,2023-03-08T02:01:19Z,-2.650621668611111,C,11,162,98,0
qishibo/AnotherRedisDesktopManager,2019-01-08T06:01:56Z,50,2023-03-08T01:55:14Z,-2.5492327797222223,JavaScript,129,812,656,43
veggiemonk/awesome-docker,2014-09-21T17:01:48Z,102,2023-03-08T00:51:35Z,-1.4883994463888888,None,848,115,115,1
cmderdev/cmder,2013-07-09T07:44:22Z,116,2023-03-08T01:22:36Z,-2.005343890833333,C++,393,2203,2176,32
SDWebImage/SDWebImage,2009-09-21T17:39:19Z,162,2023-03-07T09:22:51Z,13.9904894425,Objective-C,864,2186,2142,124
ray-project/ray,2016-10-25T19:38:30Z,77,2023-03-08T00:58:51Z,-1.6095105575,Python,16037,13049,10420,63
hollischuang/toBeTopJavaer,2018-10-25T09:54:54Z,53,2023-03-07T13:55:44Z,9.442433886944444,Java,52,122,70,0
stedolan/jq,2012-07-18T19:57:25Z,128,2023-03-07T23:34:42Z,-0.2070105575,C,225,1978,1304,9
powerline/fonts,2012-12-19T13:31:50Z,123,2023-03-08T02:02:39Z,-2.672843890833333,Shell,72,244,94,1
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,2015-03-28T16:52:40Z,96,2023-03-08T02:14:19Z,-2.867288335277778,JavaScript,94,29,21,0
apache/kafka,2011-08-15T18:06:16Z,139,2023-03-08T01:51:42Z,-2.4903438908333335,Java,6319,0,0,0
mbeaudru/modern-js-cheatsheet,2017-09-18T14:56:00Z,66,2023-03-08T00:57:30Z,-1.5870105575,None,82,48,40,0
dokku/dokku,2013-06-08T10:26:57Z,117,2023-03-07T23:43:51Z,-0.3595105575,Shell,2649,2513,2475,237
tj/commander.js,2011-08-14T21:33:58Z,139,2023-03-07T20:42:19Z,2.6660449980555554,JavaScript,606,955,949,72
terryum/awesome-deep-learning-papers,2016-06-03T06:48:30Z,81,2023-03-07T13:54:11Z,9.468267220277777,TeX,39,26,11,0
akveo/ngx-admin,2016-05-25T10:09:03Z,82,2023-03-08T01:39:27Z,-2.2861772241666665,TypeScript,339,1715,1316,18
facebookresearch/fastText,2016-07-16T13:38:42Z,80,2023-03-07T16:15:35Z,7.111600553611111,HTML,12,1056,608,4
greenrobot/EventBus,2012-07-16T16:55:40Z,128,2023-03-06T15:10:30Z,32.19632277583333,Java,31,572,467,7
ageron/handson-ml2,2019-01-08T03:49:07Z,50,2023-03-08T01:25:36Z,-2.0553438908333335,Jupyter Notebook,64,482,295,0
yuzu-emu/yuzu,2018-01-03T18:13:57Z,62,2023-03-08T02:12:46Z,-2.8414550019444444,C++,5374,3463,2441,0
fabricjs/fabric.js,2010-06-09T22:24:38Z,153,2023-03-08T02:14:20Z,-2.8675661130555556,JavaScript,1856,5629,5374,120
tqdm/tqdm,2015-06-03T13:13:14Z,93,2023-03-08T02:14:17Z,-2.866732779722222,Python,271,889,563,120
AMAI-GmbH/AI-Expert-Roadmap,2020-10-24T21:49:40Z,29,2023-03-08T02:09:45Z,-2.791177224166667,JavaScript,13,56,44,0
scwang90/SmartRefreshLayout,2017-06-02T09:52:50Z,69,2023-03-07T20:14:54Z,3.1229894425,Java,6,1471,1199,10
lapce/lapce,2018-02-06T08:41:06Z,61,2023-03-08T02:08:40Z,-2.773121668611111,Rust,723,1243,712,24
remoteintech/remote-jobs,2015-10-13T03:49:25Z,89,2023-03-08T02:09:12Z,-2.7820105575,JavaScript,1096,143,132,0
google/python-fire,2017-02-21T21:35:07Z,73,2023-03-08T02:14:28Z,-2.8697883352777778,Python,70,276,169,9
python-poetry/poetry,2018-02-28T15:23:47Z,61,2023-03-08T01:43:46Z,-2.358121668611111,Python,1540,4789,4214,121
SerenityOS/serenity,2018-12-02T19:28:41Z,51,2023-03-08T01:23:01Z,-2.012288335277778,C++,12765,3269,2730,0
sindresorhus/awesome-electron,2015-04-23T11:48:53Z,95,2023-03-08T01:35:14Z,-2.215899446388889,None,260,41,41,0
iview/iview,2016-07-28T01:52:59Z,80,2023-03-07T14:28:05Z,8.903267220277778,Vue,526,5581,4468,85
johnpapa/angular-styleguide,2014-07-29T00:07:51Z,104,2023-03-06T15:28:11Z,31.901600553611107,None,331,424,361,0
huggingface/pytorch-image-models,2019-02-02T05:51:12Z,49,2023-03-08T01:57:28Z,-2.5864550019444446,Python,219,673,606,41
pjreddie/darknet,2014-04-11T07:59:16Z,107,2023-03-07T20:33:33Z,2.8121561091666667,C,10,2329,543,0
helm/helm,2015-10-06T01:07:32Z,89,2023-03-08T00:45:31Z,-1.3872883352777778,Go,3370,6977,6699,170
dmlc/xgboost,2014-02-06T17:28:03Z,109,2023-03-08T02:24:29Z,-3.036732779722222,C++,3452,4731,4419,49
airbnb/lottie-ios,2016-10-06T22:38:38Z,77,2023-03-07T14:09:17Z,9.21660055361111,Swift,570,1190,1162,57
facebookresearch/detectron2,2019-09-05T21:30:20Z,42,2023-03-07T21:59:35Z,1.3782672202777777,Python,0,3226,2954,10
xuxueli/xxl-job,2015-11-28T12:59:34Z,88,2023-03-08T01:54:24Z,-2.5353438908333334,Java,97,2682,1716,31
GorvGoyl/Clone-Wars,2020-12-02T11:10:16Z,27,2023-03-08T01:37:34Z,-2.2547883352777776,None,95,72,62,0
pypa/pipenv,2017-01-20T00:44:02Z,74,2023-03-08T01:34:51Z,-2.2095105575,Python,1317,3905,3725,65
kataras/iris,2016-01-30T04:36:48Z,86,2023-03-07T09:02:54Z,14.3229894425,Go,296,906,828,27
kilimchoi/engineering-blogs,2015-06-13T18:25:17Z,93,2023-03-08T02:18:26Z,-2.935899446388889,Ruby,680,85,74,0
eugeneyan/applied-ml,2020-07-04T18:57:47Z,32,2023-03-07T23:30:59Z,-0.14506611305555556,None,201,17,14,0
DIYgod/RSSHub,2018-04-02T14:43:21Z,59,2023-03-08T01:20:44Z,-1.974232779722222,JavaScript,6211,4251,3994,0
TheAlgorithms/C-Plus-Plus,2016-07-16T10:19:45Z,80,2023-03-08T01:37:16Z,-2.2497883352777777,C++,549,254,229,0
swagger-api/swagger-ui,2011-07-15T22:56:39Z,140,2023-03-08T01:54:54Z,-2.5436772241666668,JavaScript,2313,5028,4154,255
fastai/fastai,2017-09-09T17:43:36Z,66,2023-03-07T22:28:36Z,0.8946561091666667,Jupyter Notebook,1641,1700,1569,48
ShareX/ShareX,2013-10-08T23:32:10Z,113,2023-03-08T00:38:44Z,-1.2742327797222222,C#,715,5729,5235,76
nushell/nushell,2019-05-10T16:59:42Z,46,2023-03-07T22:02:09Z,1.3354894425000001,Rust,4206,3451,2770,68
VundleVim/Vundle.vim,2010-10-17T23:17:53Z,149,2023-03-08T01:48:24Z,-2.4353438908333334,Vim Script,86,713,550,0
dani-garcia/vaultwarden,2018-02-17T22:40:20Z,61,2023-03-08T01:58:11Z,-2.598399446388889,Rust,611,1528,1523,46
hammerjs/hammer.js,2012-03-02T12:58:28Z,132,2023-03-07T16:17:58Z,7.071878331388889,JavaScript,114,1034,762,0
CymChad/BaseRecyclerViewAdapterHelper,2016-04-10T07:40:11Z,83,2023-03-07T20:22:15Z,3.0004894425,Java,191,3442,2922,196
seata/seata,2018-12-28T08:37:22Z,51,2023-03-08T02:19:51Z,-2.9595105575,Java,1688,3085,2455,35
vuejs/devtools,2014-09-29T03:52:07Z,102,2023-03-07T09:40:21Z,13.698822775833333,TypeScript,259,1518,1098,84
emscripten-core/emscripten,2011-02-12T05:23:30Z,145,2023-03-08T01:14:43Z,-1.8739550019444444,C,8906,8060,6810,0
react-native-elements/react-native-elements,2016-09-08T14:21:41Z,78,2023-03-07T22:26:06Z,0.9363227758333333,TypeScript,1181,2028,1979,84
signalapp/Signal-Android,2011-12-15T20:01:12Z,135,2023-03-08T00:37:55Z,-1.2606216686111111,Java,238,10070,9829,0
angular/components,2016-01-04T18:50:02Z,86,2023-03-07T22:21:17Z,1.0166005536111111,TypeScript,10624,13926,12124,355
mongodb/mongo,2009-01-15T16:15:18Z,170,2023-03-08T01:00:20Z,-1.6342327797222223,C++,123,0,0,0
sampotts/plyr,2015-02-14T11:33:07Z,97,2023-03-08T00:08:25Z,-0.7689550019444444,JavaScript,382,1961,1181,83
beurtschipper/Depix,2020-12-06T12:39:08Z,27,2023-03-08T01:30:11Z,-2.1317327797222223,Python,14,0,0,0
nsqio/nsq,2012-05-12T14:37:08Z,130,2023-03-07T15:44:59Z,7.6216005536111116,Go,659,621,571,30
alibaba/flutter-go,2019-01-08T09:03:40Z,50,2023-03-07T06:10:30Z,17.196322775833334,Dart,158,0,0,4
Ebazhanov/linkedin-skill-assessments-quizzes,2019-07-13T19:52:56Z,44,2023-03-08T01:31:20Z,-2.150899446388889,Python,4417,680,630,1
wesbos/JavaScript30,2016-12-07T19:15:31Z,75,2023-03-07T16:10:05Z,7.203267220277778,HTML,149,0,0,0
Netflix/Hystrix,2012-11-19T20:14:46Z,124,2023-03-08T02:20:30Z,-2.9703438908333335,Java,672,1023,681,79
open-mmlab/mmdetection,2018-08-22T07:06:06Z,55,2023-03-07T17:37:12Z,5.751322775833334,Python,2122,6740,6215,49
alpinejs/alpine,2019-11-28T13:51:55Z,40,2023-03-07T22:25:53Z,0.9399338869444445,HTML,514,585,585,113
littlecodersh/ItChat,2016-01-19T07:49:48Z,86,2023-03-08T02:08:53Z,-2.7767327797222223,Python,29,858,611,13
yichengchen/clashX,2018-06-13T02:51:24Z,57,2023-03-08T02:23:02Z,-3.0125661130555557,Swift,34,0,0,30
jaywcjlove/linux-command,2016-11-12T15:44:26Z,76,2023-03-07T20:49:35Z,2.5449338869444444,Markdown,262,145,89,24
ReactiveX/RxSwift,2015-04-07T21:25:17Z,95,2023-03-08T02:11:11Z,-2.8150661130555554,Swift,752,1200,1188,71
feathericons/feather,2014-05-28T19:49:55Z,106,2023-03-07T22:44:10Z,0.6352116647222222,JavaScript,98,607,231,51
Pierian-Data/Complete-Python-3-Bootcamp,2018-02-12T19:30:10Z,61,2023-03-07T23:18:33Z,0.06215610916666666,Jupyter Notebook,12,300,203,0
haizlin/fe-interview,2019-04-17T03:05:58Z,47,2023-03-08T01:59:51Z,-2.6261772241666668,JavaScript,8,5316,23,2
gitlabhq/gitlabhq,2011-10-02T16:25:27Z,137,2023-03-07T15:43:05Z,7.653267220277778,Ruby,2227,0,0,0
doczjs/docz,2018-03-17T04:24:10Z,60,2023-03-07T20:02:17Z,3.333267220277778,TypeScript,365,1242,1136,127
OWASP/CheatSheetSeries,2018-12-21T14:26:43Z,51,2023-03-08T02:15:25Z,-2.885621668611111,Python,669,325,300,0
mdbootstrap/mdb-ui-kit,2014-08-18T11:54:00Z,103,2023-03-07T17:50:56Z,5.5224338869444445,SCSS,193,1166,1160,27
streamlit/streamlit,2019-08-24T00:14:52Z,43,2023-03-07T22:46:45Z,0.5921561091666667,Python,2576,3093,2504,54
zeromicro/go-zero,2020-08-07T15:37:57Z,31,2023-03-08T02:04:04Z,-2.6964550019444444,Go,1372,1172,968,83
rollup/rollup,2015-05-14T22:26:28Z,94,2023-03-08T01:58:18Z,-2.6003438908333334,JavaScript,1613,2990,2564,379
matteocrippa/awesome-swift,2014-07-10T14:04:09Z,104,2023-03-07T20:33:42Z,2.8096561091666667,Ruby,1412,129,128,0
heartcombo/devise,2009-09-16T12:15:12Z,162,2023-03-08T00:32:21Z,-1.1678438908333333,Ruby,753,4143,4014,17
CodeHubApp/CodeHub,2013-07-23T22:19:57Z,116,2023-03-07T14:23:48Z,8.974656109166666,C#,13,641,407,4
ascoders/weekly,2017-03-20T06:10:04Z,72,2023-03-08T02:22:21Z,-3.0011772241666668,JavaScript,127,330,329,173
statelyai/xstate,2015-09-14T15:04:15Z,90,2023-03-08T01:33:33Z,-2.1878438908333333,TypeScript,1276,1158,1031,202
TeamNewPipe/NewPipe,2015-09-03T23:39:26Z,90,2023-03-07T23:22:16Z,0.00021166472222222224,Java,1398,7786,6627,124
quasarframework/quasar,2015-10-05T15:45:36Z,89,2023-03-08T00:03:28Z,-0.6864550019444444,JavaScript,3382,7146,6779,749
StreisandEffect/streisand,2014-03-23T21:56:19Z,108,2023-03-07T12:57:02Z,10.420767220277778,Shell,527,1140,929,0
docsifyjs/docsify,2016-11-20T07:55:43Z,76,2023-03-08T01:54:19Z,-2.5339550019444443,JavaScript,532,1150,957,13
qianguyihao/Web,2017-01-03T11:44:33Z,74,2023-03-08T02:19:03Z,-2.9461772241666666,None,0,180,136,0
michalsnik/aos,2015-07-09T17:49:00Z,92,2023-03-07T20:39:09Z,2.7188227758333334,JavaScript,38,652,352,0
charlax/professional-programming,2015-11-07T05:07:52Z,88,2023-03-07T22:04:09Z,1.3021561091666667,Python,29,16,16,0
vercel/pkg,2016-08-08T19:41:59Z,79,2023-03-08T02:01:59Z,-2.661732779722222,JavaScript,164,1342,1300,41
pure-css/pure,2013-04-22T16:16:39Z,119,2023-03-07T14:28:19Z,8.899378331388888,JavaScript,324,570,568,27
numpy/numpy,2010-09-13T23:02:39Z,150,2023-03-08T01:47:23Z,-2.418399446388889,Python,9674,11296,9322,97
syl20bnr/spacemacs,2012-12-17T21:34:03Z,123,2023-03-08T01:42:01Z,-2.3289550019444443,Emacs Lisp,1628,8325,7983,158
dnSpy/dnSpy,2015-07-01T16:05:10Z,92,2023-03-08T01:43:16Z,-2.3497883352777778,C#,53,0,0,1
kahun/awesome-sysadmin,2014-02-09T22:39:20Z,109,2023-03-08T02:05:07Z,-2.7139550019444445,None,183,98,26,0
ramda/ramda,2013-06-21T20:32:35Z,117,2023-03-07T20:47:24Z,2.5813227758333332,JavaScript,1277,1588,1462,26
mbadolato/iTerm2-Color-Schemes,2011-04-01T04:01:46Z,143,2023-03-08T00:06:43Z,-0.7406216686111111,Shell,271,97,81,0
matterport/Mask_RCNN,2017-10-19T20:28:34Z,65,2023-03-07T23:09:25Z,0.21437833138888887,Python,65,2646,831,3
zhiwehu/Python-programming-exercises,2012-06-14T07:56:46Z,129,2023-03-08T01:59:35Z,-2.621732779722222,None,0,72,11,0
datasciencemasters/go,2013-08-14T08:33:55Z,115,2023-03-08T01:59:33Z,-2.6211772241666664,None,44,51,23,0
getredash/redash,2013-10-28T13:19:39Z,113,2023-03-08T01:10:03Z,-1.7961772241666667,Python,2669,2261,1752,98
openfaas/faas,2016-12-22T12:51:39Z,75,2023-03-08T00:16:33Z,-0.9045105575,Go,671,816,789,163
rome/tools,2020-02-20T05:57:33Z,37,2023-03-08T01:40:29Z,-2.3033994463888887,Rust,2569,1271,1144,75
Wox-launcher/Wox,2013-12-19T15:49:32Z,111,2023-03-07T18:14:47Z,5.1249338869444445,C#,288,3382,2413,38
servo/servo,2012-02-08T19:07:25Z,133,2023-03-07T21:26:09Z,1.9354894425,None,14401,11756,8320,0
coder2gwy/coder2gwy,2020-12-30T14:40:50Z,27,2023-03-07T14:17:13Z,9.084378331388889,None,2,142,26,0
dotnet-architecture/eShopOnContainers,2016-10-05T22:35:23Z,77,2023-03-07T23:31:39Z,-0.15617722416666668,C#,514,1211,1192,11
reduxjs/react-redux,2015-07-11T17:32:01Z,92,2023-03-07T18:29:48Z,4.874656109166667,TypeScript,492,1208,1194,114
inconshreveable/ngrok,2013-03-20T09:37:43Z,120,2023-03-07T18:02:38Z,5.327433886944444,Go,34,817,610,0
dimsemenov/PhotoSwipe,2011-04-07T05:46:29Z,143,2023-03-07T17:20:05Z,6.036600553611111,JavaScript,73,1762,1170,16
android/architecture-components-samples,2017-05-09T21:09:14Z,70,2023-03-07T15:43:40Z,7.643544998055556,Kotlin,215,682,536,0
vapor/vapor,2016-01-18T22:37:52Z,86,2023-03-07T22:46:11Z,0.6016005536111111,Swift,1105,1548,1453,474
remix-run/remix,2020-10-26T19:57:28Z,29,2023-03-08T01:38:28Z,-2.2697883352777777,TypeScript,1729,1413,1183,106
StevenBlack/hosts,2012-04-12T20:22:50Z,131,2023-03-08T01:44:52Z,-2.3764550019444446,Python,421,1593,1555,514
trpc/trpc,2020-07-18T01:17:11Z,32,2023-03-08T01:53:23Z,-2.518399446388889,TypeScript,2304,659,593,140
k3s-io/k3s,2018-05-31T01:37:46Z,58,2023-03-08T02:14:11Z,-2.8650661130555557,Go,2300,3943,3761,508
MostlyAdequate/mostly-adequate-guide,2015-05-06T01:44:15Z,94,2023-03-08T00:16:36Z,-0.9053438908333333,JavaScript,270,273,203,1
emberjs/ember.js,2011-05-25T23:39:40Z,142,2023-03-07T18:41:13Z,4.6843783313888885,JavaScript,7935,6644,6272,480
neoclide/coc.nvim,2018-05-01T22:39:02Z,58,2023-03-07T21:34:01Z,1.8043783313888888,TypeScript,679,3086,3061,82
redux-saga/redux-saga,2015-11-29T16:58:12Z,88,2023-03-07T16:42:30Z,6.6629894425,JavaScript,666,1468,1452,68
guzzle/guzzle,2011-02-28T02:44:05Z,145,2023-03-07T19:55:01Z,3.454378331388889,PHP,888,1791,1775,53
taichi-dev/taichi,2016-11-24T10:00:05Z,76,2023-03-08T01:54:27Z,-2.5361772241666665,C++,4585,2319,1649,104
balderdashy/sails,2012-03-18T19:46:15Z,132,2023-03-07T18:13:15Z,5.1504894425,JavaScript,538,6336,5849,40
nicolargo/glances,2011-12-04T08:49:15Z,135,2023-03-08T01:16:53Z,-1.9100661130555556,Python,477,1612,1374,31
ApolloAuto/apollo,2017-07-04T19:03:31Z,68,2023-03-07T15:21:21Z,8.0154894425,C++,9698,3868,3424,11
ovity/octotree,2014-05-09T18:15:20Z,106,2023-03-07T19:08:46Z,4.225211664722222,JavaScript,249,752,712,0
pnpm/pnpm,2016-01-28T07:40:43Z,86,2023-03-08T02:21:37Z,-2.9889550019444444,TypeScript,1590,3111,2096,825
bevyengine/bevy,2020-01-18T21:13:55Z,38,2023-03-08T02:15:16Z,-2.883121668611111,Rust,573,2827,1866,13
facebookarchive/draft-js,2016-02-19T20:18:26Z,85,2023-03-07T16:11:47Z,7.174933886944444,JavaScript,216,1775,978,26
github/hub,2009-12-05T22:15:25Z,159,2023-03-08T01:25:17Z,-2.0500661130555557,Go,400,2009,1771,60
fouber/blog,2014-04-25T09:44:42Z,107,2023-03-08T02:19:37Z,-2.955621668611111,None,1,15,5,0
eslint/eslint,2013-06-29T23:59:48Z,117,2023-03-07T21:25:11Z,1.9516005536111112,JavaScript,5424,9533,9415,287
NativeScript/NativeScript,2015-03-01T09:47:08Z,96,2023-03-07T22:07:43Z,1.2427116647222223,TypeScript,3025,6540,5621,133
sirupsen/logrus,2013-10-16T19:08:55Z,113,2023-03-07T15:45:30Z,7.6129894425,Go,398,656,652,14
spf13/viper,2014-04-02T14:33:33Z,107,2023-03-07T18:47:57Z,4.5721561091666665,Go,278,779,420,22
keon/algorithms,2016-11-17T22:32:08Z,76,2023-03-08T01:16:10Z,-1.898121668611111,Python,423,156,97,1
qier222/YesPlayMusic,2020-10-09T10:04:21Z,29,2023-03-08T01:58:01Z,-2.595621668611111,Vue,246,1500,1094,26
react-navigation/react-navigation,2017-01-26T19:51:40Z,74,2023-03-08T01:07:11Z,-1.7483994463888888,TypeScript,1042,8983,8385,1000
t4t5/sweetalert,2014-09-30T11:12:48Z,102,2023-03-07T15:15:34Z,8.111878331388889,TypeScript,84,708,548,13
google/jax,2018-10-25T21:25:02Z,53,2023-03-08T02:21:47Z,-2.991732779722222,Python,6829,3942,2892,62
markerikson/react-redux-links,2016-01-22T02:10:28Z,86,2023-03-07T18:05:18Z,5.2829894425,None,62,38,22,0
microsoft/cascadia-code,2019-07-10T22:50:20Z,44,2023-03-08T01:12:11Z,-1.8317327797222223,Python,71,566,456,17
AykutSarac/jsoncrack.com,2022-01-30T15:25:18Z,14,2023-03-08T01:42:22Z,-2.3347883352777776,TypeScript,57,170,131,16
Tencent/wepy,2016-11-14T08:06:56Z,76,2023-03-07T13:28:30Z,9.896322775833333,JavaScript,465,2143,1790,8
viatsko/awesome-vscode,2016-02-07T23:02:45Z,85,2023-03-07T21:27:02Z,1.920767220277778,JavaScript,242,44,25,0
rwaldron/idiomatic.js,2011-05-25T17:48:59Z,142,2023-03-08T01:44:47Z,-2.3750661130555555,None,114,80,48,0
harvesthq/chosen,2011-04-18T15:07:41Z,143,2023-03-06T22:00:56Z,25.355767220277777,HTML,310,2370,2121,34
bilibili/flv.js,2016-05-12T08:34:31Z,82,2023-03-07T13:20:39Z,10.027156109166667,JavaScript,20,701,299,15
alist-org/alist,2020-12-23T17:40:29Z,27,2023-03-08T02:14:40Z,-2.873121668611111,Go,265,1756,1675,81
yeasy/docker_practice,2014-09-05T04:06:39Z,102,2023-03-08T01:45:25Z,-2.385621668611111,Go,252,203,200,15
eriklindernoren/ML-From-Scratch,2017-02-05T12:11:23Z,73,2023-03-07T19:02:19Z,4.332711664722222,Python,9,67,36,0
schollz/croc,2017-10-17T15:20:18Z,65,2023-03-08T00:39:42Z,-1.2903438908333333,Go,146,360,266,138
facebook/flow,2014-10-28T17:17:45Z,101,2023-03-07T16:31:55Z,6.839378331388889,OCaml,160,6619,4901,285
pbatard/rufus,2011-11-19T19:12:05Z,136,2023-03-08T01:40:14Z,-2.2992327797222223,C,0,1987,1972,73
discordjs/discord.js,2015-08-10T13:36:26Z,91,2023-03-08T01:42:21Z,-2.3345105575,JavaScript,3822,3595,3508,144
Polymer/polymer,2012-08-23T20:56:30Z,127,2023-03-07T18:15:26Z,5.114100553611111,HTML,1071,3909,3865,115
mochajs/mocha,2011-03-07T18:44:25Z,144,2023-03-08T01:22:11Z,-1.9983994463888888,JavaScript,1170,2868,2617,76
usablica/intro.js,2013-03-10T15:12:45Z,120,2023-03-08T01:37:57Z,-2.2611772241666666,JavaScript,388,766,715,32
localForage/localForage,2013-10-31T00:10:06Z,113,2023-03-07T21:07:24Z,2.2479894425,JavaScript,268,694,495,26
google/gson,2015-03-19T18:21:20Z,96,2023-03-07T13:58:50Z,9.390767220277779,Java,446,1513,1224,6
ipfs/ipfs,2014-02-11T07:28:24Z,109,2023-03-07T22:31:11Z,0.8516005536111111,None,126,216,210,0
Igglybuff/awesome-piracy,2018-10-09T22:09:56Z,53,2023-03-07T21:31:42Z,1.8429894425,HTML,182,299,138,0
geekan/HowToLiveLonger,2022-04-16T04:15:18Z,11,2023-03-08T01:03:29Z,-1.6867327797222222,None,9,113,35,0
docker/awesome-compose,2020-02-13T08:51:42Z,37,2023-03-08T02:14:23Z,-2.8683994463888887,HTML,148,77,30,0
codex-team/editor.js,2015-11-28T20:56:35Z,88,2023-03-07T21:57:59Z,1.4049338869444445,TypeScript,714,1209,788,43
deezer/spleeter,2019-09-26T15:40:46Z,42,2023-03-08T01:41:41Z,-2.3233994463888887,Python,48,717,549,2
Lightning-AI/lightning,2019-03-31T00:45:57Z,48,2023-03-08T01:20:05Z,-1.9633994463888889,Python,7210,5890,5295,128
SwiftyJSON/SwiftyJSON,2014-06-18T14:41:15Z,105,2023-03-07T18:23:57Z,4.972156109166667,Swift,218,690,583,21
Awesome-Windows/Awesome,2016-05-30T17:27:35Z,82,2023-03-08T01:32:42Z,-2.1736772241666666,None,206,119,77,0
kriasoft/react-starter-kit,2014-04-16T13:08:18Z,107,2023-03-07T15:38:26Z,7.7307672202777775,TypeScript,535,1184,1182,5
Asabeneh/30-Days-Of-Python,2019-11-19T17:24:16Z,40,2023-03-08T02:24:30Z,-3.0370105575,Python,42,96,32,0
conwnet/github1s,2019-06-16T09:55:25Z,45,2023-03-08T02:09:35Z,-2.788399446388889,TypeScript,263,198,144,35
MichaelCade/90DaysOfDevOps,2021-12-26T13:55:18Z,15,2023-03-08T02:16:42Z,-2.9070105575,Shell,223,63,59,2
wangzheng0822/algo,2018-09-24T05:33:46Z,54,2023-03-07T18:46:25Z,4.5977116647222225,Python,321,123,22,0
google/iosched,2014-04-01T22:40:40Z,107,2023-03-07T19:24:13Z,3.967711664722222,Kotlin,66,242,187,2
zloirock/core-js,2013-07-17T16:32:27Z,116,2023-03-08T02:11:10Z,-2.8147883352777776,JavaScript,223,865,839,220
felixrieseberg/windows95,2018-08-23T05:04:38Z,55,2023-03-07T23:36:11Z,-0.23173277972222223,TypeScript,19,230,106,14
nextcloud/server,2016-06-02T07:44:14Z,81,2023-03-07T21:56:52Z,1.4235449980555557,PHP,17646,15583,13665,102
pmndrs/react-three-fiber,2019-02-25T14:31:51Z,49,2023-03-08T01:58:24Z,-2.6020105575,TypeScript,477,818,785,55
mpv-player/mpv,2012-10-13T08:08:44Z,125,2023-03-08T00:38:01Z,-1.2622883352777778,C,1489,8245,7416,82
DrKLO/Telegram,2013-10-25T14:08:10Z,113,2023-03-07T19:04:28Z,4.296878331388889,Java,20,0,0,79
homebridge/homebridge,2014-12-01T16:37:39Z,99,2023-03-08T02:03:35Z,-2.688399446388889,TypeScript,299,2905,2882,33
